campaign_id,variant,family,qubits,depth,rows,success_rows,success_rate_pct,median_tvd,median_jsd,median_wall_s,median_simulate_s
ideal-depth,gpu_tensornetwork,trotter,16,2,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,16,4,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,16,8,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,16,12,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,16,16,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,16,24,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,16,32,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,20,2,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,20,4,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,20,8,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,20,12,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,20,16,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,20,24,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,20,32,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,24,2,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,24,4,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,24,8,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,24,12,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,24,16,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,24,24,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,24,32,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,28,2,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,28,4,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,28,8,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,28,12,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,28,16,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,28,24,10,0,0.0,,,,
ideal-depth,gpu_tensornetwork,trotter,28,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,16,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,16,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,16,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,16,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,16,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,16,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,16,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,20,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,20,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,20,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,20,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,20,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,20,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,20,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,24,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,24,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,24,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,24,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,24,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,24,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,24,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,28,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,28,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,28,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,28,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,28,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,28,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,ansatz,28,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,16,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,16,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,16,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,16,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,16,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,16,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,16,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,20,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,20,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,20,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,20,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,20,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,20,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,20,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,24,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,24,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,24,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,24,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,24,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,24,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,24,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,28,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,28,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,28,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,28,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,28,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,28,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,random,28,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,16,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,16,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,16,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,16,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,16,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,16,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,16,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,20,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,20,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,20,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,20,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,20,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,20,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,20,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,24,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,24,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,24,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,24,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,24,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,24,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,24,32,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,28,2,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,28,4,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,28,8,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,28,12,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,28,16,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,28,24,10,0,0.0,,,,
ideal-depth,gpu_thrust,trotter,28,32,10,0,0.0,,,,
noisy-depth,cpu_statevector,ansatz,12,2,10,10,100.0,0.047374,0.009539,0.3459,0.2806
noisy-depth,cpu_statevector,ansatz,12,4,10,10,100.0,0.084384,0.012558,0.4946,0.4248
noisy-depth,cpu_statevector,ansatz,12,8,10,10,100.0,0.10079,0.011832,0.7961,0.7285
noisy-depth,cpu_statevector,ansatz,12,12,10,10,100.0,0.100589,0.011575,1.0985,1.0265
noisy-depth,cpu_statevector,ansatz,12,16,10,10,100.0,0.096314,0.011182,1.4044,1.3302
noisy-depth,cpu_statevector,ansatz,12,24,10,10,100.0,0.102726,0.012267,2.0146,1.9366
noisy-depth,cpu_statevector,ansatz,16,2,10,10,100.0,,,5.2459,5.1793
noisy-depth,cpu_statevector,ansatz,16,4,10,10,100.0,,,7.5014,7.4332
noisy-depth,cpu_statevector,ansatz,16,8,10,10,100.0,,,12.5484,12.4794
noisy-depth,cpu_statevector,ansatz,16,12,10,10,100.0,,,17.7641,17.691
noisy-depth,cpu_statevector,ansatz,16,16,10,10,100.0,,,22.6247,22.5495
noisy-depth,cpu_statevector,ansatz,16,24,10,10,100.0,,,32.8936,32.8163
noisy-depth,cpu_statevector,ansatz,20,2,10,10,100.0,,,131.8802,131.8122
noisy-depth,cpu_statevector,ansatz,20,4,10,10,100.0,,,185.6856,185.6166
noisy-depth,cpu_statevector,ansatz,20,8,10,10,100.0,,,293.5784,293.5051
noisy-depth,cpu_statevector,ansatz,20,12,10,10,100.0,,,401.2839,401.2077
noisy-depth,cpu_statevector,ansatz,20,16,10,10,100.0,,,507.8556,507.777
noisy-depth,cpu_statevector,ansatz,20,24,10,0,0.0,,,,
noisy-depth,cpu_statevector,ansatz,24,2,10,0,0.0,,,,
noisy-depth,cpu_statevector,ansatz,24,4,10,0,0.0,,,,
noisy-depth,cpu_statevector,ansatz,24,8,10,0,0.0,,,,
noisy-depth,cpu_statevector,ansatz,24,12,10,0,0.0,,,,
noisy-depth,cpu_statevector,ansatz,24,16,10,0,0.0,,,,
noisy-depth,cpu_statevector,ansatz,24,24,10,0,0.0,,,,
noisy-depth,cpu_statevector,ghz,12,2,5,5,100.0,0.023193,0.011311,0.2007,0.1357
noisy-depth,cpu_statevector,ghz,12,4,5,5,100.0,0.021973,0.011112,0.2015,0.138
noisy-depth,cpu_statevector,ghz,12,8,5,5,100.0,0.020508,0.010333,0.2002,0.1355
noisy-depth,cpu_statevector,ghz,12,12,5,5,100.0,0.023682,0.011195,0.2031,0.14
noisy-depth,cpu_statevector,ghz,12,16,5,5,100.0,0.021973,0.011135,0.186,0.1233
noisy-depth,cpu_statevector,ghz,12,24,5,5,100.0,0.020996,0.010627,0.1919,0.129
noisy-depth,cpu_statevector,ghz,16,2,5,5,100.0,,,3.7262,3.6588
noisy-depth,cpu_statevector,ghz,16,4,5,5,100.0,,,3.8169,3.7465
noisy-depth,cpu_statevector,ghz,16,8,5,5,100.0,,,3.6317,3.5664
noisy-depth,cpu_statevector,ghz,16,12,5,5,100.0,,,3.591,3.5281
noisy-depth,cpu_statevector,ghz,16,16,5,5,100.0,,,3.6178,3.5538
noisy-depth,cpu_statevector,ghz,16,24,5,5,100.0,,,3.5198,3.4512
noisy-depth,cpu_statevector,ghz,20,2,5,5,100.0,,,84.3933,84.3314
noisy-depth,cpu_statevector,ghz,20,4,5,5,100.0,,,85.06,84.9962
noisy-depth,cpu_statevector,ghz,20,8,5,5,100.0,,,83.8293,83.7646
noisy-depth,cpu_statevector,ghz,20,12,5,5,100.0,,,85.3297,85.2639
noisy-depth,cpu_statevector,ghz,20,16,5,5,100.0,,,85.0314,84.9675
noisy-depth,cpu_statevector,ghz,20,24,5,5,100.0,,,87.1488,87.0823
noisy-depth,cpu_statevector,ghz,24,2,5,0,0.0,,,,
noisy-depth,cpu_statevector,ghz,24,4,5,0,0.0,,,,
noisy-depth,cpu_statevector,ghz,24,8,5,0,0.0,,,,
noisy-depth,cpu_statevector,ghz,24,12,5,0,0.0,,,,
noisy-depth,cpu_statevector,ghz,24,16,5,0,0.0,,,,
noisy-depth,cpu_statevector,ghz,24,24,5,0,0.0,,,,
noisy-depth,cpu_statevector,trotter,12,2,10,10,100.0,0.067143,0.013275,0.4517,0.3831
noisy-depth,cpu_statevector,trotter,12,4,10,10,100.0,0.061127,0.011681,0.5559,0.4895
noisy-depth,cpu_statevector,trotter,12,8,10,10,100.0,0.081705,0.013824,0.9259,0.8565
noisy-depth,cpu_statevector,trotter,12,12,10,10,100.0,0.094836,0.016453,1.3,1.23
noisy-depth,cpu_statevector,trotter,12,16,10,10,100.0,0.108975,0.01857,1.6685,1.5963
noisy-depth,cpu_statevector,trotter,12,24,10,10,100.0,0.137319,0.026115,2.4154,2.3399
noisy-depth,cpu_statevector,trotter,16,2,10,10,100.0,,,4.9458,4.8767
noisy-depth,cpu_statevector,trotter,16,4,10,10,100.0,,,7.2388,7.1686
noisy-depth,cpu_statevector,trotter,16,8,10,10,100.0,,,11.9772,11.9071
noisy-depth,cpu_statevector,trotter,16,12,10,10,100.0,,,16.9207,16.8476
noisy-depth,cpu_statevector,trotter,16,16,10,10,100.0,,,21.7983,21.7242
noisy-depth,cpu_statevector,trotter,16,24,10,10,100.0,,,31.6578,31.5812
noisy-depth,cpu_statevector,trotter,20,2,10,10,100.0,,,110.9785,110.9093
noisy-depth,cpu_statevector,trotter,20,4,10,10,100.0,,,167.2918,167.2213
noisy-depth,cpu_statevector,trotter,20,8,10,10,100.0,,,272.2065,272.1348
noisy-depth,cpu_statevector,trotter,20,12,10,10,100.0,,,378.7135,378.6383
noisy-depth,cpu_statevector,trotter,20,16,10,10,100.0,,,485.5118,485.4342
noisy-depth,cpu_statevector,trotter,20,24,10,0,0.0,,,,
noisy-depth,cpu_statevector,trotter,24,2,10,0,0.0,,,,
noisy-depth,cpu_statevector,trotter,24,4,10,0,0.0,,,,
noisy-depth,cpu_statevector,trotter,24,8,10,0,0.0,,,,
noisy-depth,cpu_statevector,trotter,24,12,10,0,0.0,,,,
noisy-depth,cpu_statevector,trotter,24,16,10,0,0.0,,,,
noisy-depth,cpu_statevector,trotter,24,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,12,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,12,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,12,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,12,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,12,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,12,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,16,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,16,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,16,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,16,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,16,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,16,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,20,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,20,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,20,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,20,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,20,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,20,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,24,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,24,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,24,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,24,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,24,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ansatz,24,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,12,2,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,12,4,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,12,8,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,12,12,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,12,16,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,12,24,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,16,2,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,16,4,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,16,8,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,16,12,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,16,16,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,16,24,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,20,2,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,20,4,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,20,8,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,20,12,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,20,16,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,20,24,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,24,2,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,24,4,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,24,8,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,24,12,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,24,16,5,0,0.0,,,,
noisy-depth,gpu_custatevec,ghz,24,24,5,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,12,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,12,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,12,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,12,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,12,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,12,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,16,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,16,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,16,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,16,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,16,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,16,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,20,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,20,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,20,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,20,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,20,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,20,24,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,24,2,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,24,4,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,24,8,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,24,12,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,24,16,10,0,0.0,,,,
noisy-depth,gpu_custatevec,trotter,24,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,12,2,10,2,20.0,0.04189,0.00837,32.9637,32.9138
noisy-depth,gpu_tensornetwork,ansatz,12,4,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,12,8,10,1,10.0,0.092599,0.009981,289.4794,289.4141
noisy-depth,gpu_tensornetwork,ansatz,12,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,12,16,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,12,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,16,2,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,16,4,10,1,10.0,,,216.6186,216.5497
noisy-depth,gpu_tensornetwork,ansatz,16,8,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,16,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,16,16,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,16,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,20,2,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,20,4,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,20,8,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,20,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,20,16,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,20,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,24,2,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,24,4,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,24,8,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,24,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,24,16,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ansatz,24,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,12,2,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,12,4,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,12,8,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,12,12,5,1,20.0,0.02002,0.010097,6.9167,6.8511
noisy-depth,gpu_tensornetwork,ghz,12,16,5,1,20.0,0.024902,0.012584,17.7955,17.7273
noisy-depth,gpu_tensornetwork,ghz,12,24,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,16,2,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,16,4,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,16,8,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,16,12,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,16,16,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,16,24,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,20,2,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,20,4,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,20,8,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,20,12,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,20,16,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,20,24,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,24,2,5,1,20.0,,,146.8857,146.8231
noisy-depth,gpu_tensornetwork,ghz,24,4,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,24,8,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,24,12,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,24,16,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,ghz,24,24,5,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,12,2,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,12,4,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,12,8,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,12,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,12,16,10,2,20.0,0.104842,0.017891,92.8105,92.7374
noisy-depth,gpu_tensornetwork,trotter,12,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,16,2,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,16,4,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,16,8,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,16,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,16,16,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,16,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,20,2,10,5,50.0,,,32.6615,32.5901
noisy-depth,gpu_tensornetwork,trotter,20,4,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,20,8,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,20,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,20,16,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,20,24,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,24,2,10,1,10.0,,,649.6772,649.6036
noisy-depth,gpu_tensornetwork,trotter,24,4,10,2,20.0,,,252.257,252.1841
noisy-depth,gpu_tensornetwork,trotter,24,8,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,24,12,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,24,16,10,0,0.0,,,,
noisy-depth,gpu_tensornetwork,trotter,24,24,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,12,2,10,10,100.0,0.04571,0.009797,11.9467,11.88
noisy-depth,gpu_thrust,ansatz,12,4,10,10,100.0,0.082969,0.012366,17.9006,17.8323
noisy-depth,gpu_thrust,ansatz,12,8,10,10,100.0,0.097207,0.010833,27.5706,27.5018
noisy-depth,gpu_thrust,ansatz,12,12,10,10,100.0,0.095918,0.01068,28.819,28.7466
noisy-depth,gpu_thrust,ansatz,12,16,10,10,100.0,0.100247,0.01181,35.4808,35.4057
noisy-depth,gpu_thrust,ansatz,12,24,10,10,100.0,0.103381,0.012166,45.8906,45.8201
noisy-depth,gpu_thrust,ansatz,16,2,10,10,100.0,,,10.6011,10.5349
noisy-depth,gpu_thrust,ansatz,16,4,10,10,100.0,,,14.7609,14.6896
noisy-depth,gpu_thrust,ansatz,16,8,10,10,100.0,,,22.4298,22.3582
noisy-depth,gpu_thrust,ansatz,16,12,10,10,100.0,,,29.6645,29.5898
noisy-depth,gpu_thrust,ansatz,16,16,10,10,100.0,,,35.8267,35.7498
noisy-depth,gpu_thrust,ansatz,16,24,10,10,100.0,,,50.0887,50.0111
noisy-depth,gpu_thrust,ansatz,20,2,10,10,100.0,,,85.8013,85.7339
noisy-depth,gpu_thrust,ansatz,20,4,10,10,100.0,,,144.3634,144.2923
noisy-depth,gpu_thrust,ansatz,20,8,10,10,100.0,,,260.7494,260.6762
noisy-depth,gpu_thrust,ansatz,20,12,10,5,50.0,,,376.8838,376.8088
noisy-depth,gpu_thrust,ansatz,20,16,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,20,24,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,24,2,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,24,4,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,24,8,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,24,12,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,24,16,10,0,0.0,,,,
noisy-depth,gpu_thrust,ansatz,24,24,10,0,0.0,,,,
noisy-depth,gpu_thrust,ghz,12,2,5,5,100.0,0.020264,0.009725,6.5981,6.5328
noisy-depth,gpu_thrust,ghz,12,4,5,5,100.0,0.022461,0.011224,6.5492,6.485
noisy-depth,gpu_thrust,ghz,12,8,5,5,100.0,0.023193,0.010713,6.5178,6.4568
noisy-depth,gpu_thrust,ghz,12,12,5,5,100.0,0.020996,0.01063,6.5376,6.4712
noisy-depth,gpu_thrust,ghz,12,16,5,5,100.0,0.022461,0.011327,6.3847,6.3208
noisy-depth,gpu_thrust,ghz,12,24,5,5,100.0,0.023193,0.010849,6.674,6.6089
